species,sal_adapt,sal_exp,time,repl,id,m63_cor_n_m,m64_n_m,m65_n_m,conc_n_m,mp64_rt,d3_p_in_fraction_n_m_m66,d3_p_taken_up,up_dmspp,d3_p_lost_demethylated,x12c_dic_18,x13c_dic_19,x13c_sample_20,x13c_added,p_12c,q_13c,probability_13c_dms,rm,u_dmsp_h_1,vol_filtered_m_l,x12c_dic_29,x13c_dic_30,x13c_sample_31,x12c_poc_mg,x13c_poc_mg,x13_12c_poc,u_poc_h_1,total_poc_mg_l,dmsp_c_poc_mol_mol,dms_puptake_c_poc_mol_mol,dmsp_uptake_of_total_dmsp,u_dmsp_u_poc,yield,cell_dens_avr,cell_size_avr,salinity,diff_sal
Chryso,45,NA,0,B,DMS(P)t,8442.799730251274,184.10888041109345,303.58075961313364,8930.489370275502,2.061576614422573,-1.915618299978858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,0.3410641048859808,0.003789941773285817,1.0989987822385834,NA,11.495134888642223,4.661357760542303,NA,NA,NA,0.62,248000,4.53,NA,NA
Chryso,45,NA,0,A,DMSPd,63.071890397761486,1.6594268767555762,3.0977929079826216,67.82911018249969,2.4464818605031886,0.10558125122882286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15541581039168953,NA,NA,NA,NA,NA,NA
Chryso,45,NA,0,B,DMSPd,89.67727413660214,2.6153587230673367,3.769063743128508,96.06169660279798,2.7225822732253926,0.015673537506363605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016313453921017115,NA,NA,NA,NA,NA,NA
Chryso,45,NA,0,C,DMSPd,949.8640683475708,27.08329387148971,42.44019350536722,1019.3875557244277,2.6568201386609007,0.11348307856006001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011131237168066282,NA,NA,NA,NA,NA,NA
Chryso,45,25,24,A,DMS,214.13646131645265,6.428828411335041,8.428313969605307,228.993603697393,2.8074270667535814,12.371373753173687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015059521114496417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.125587764988579,NA,NA,NA,NA,NA,NA
Chryso,45,25,24,B,DMS,238.5074614633381,6.363694518035777,9.615145794879306,254.48630177625319,2.5006039514184923,13.230479716102849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1284900383619974e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9419687635384975,NA,NA,NA,NA,NA,NA
Chryso,45,25,24,C,DMS,197.07237249196237,6.2470025008594945,8.255847422142846,211.57522241496468,2.952615353326763,14.14525297291777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0019998995830490876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.266712378932524,NA,NA,NA,NA,NA,NA
Chryso,45,25,24,A,DMS(P)t,2787.803016495045,84.96213840789676,114.30820997756027,2987.073364880502,2.8443271399628203,87.49576694283374,39.57894765208512,NA,19.72173266190191,11055.0415,938.233795165,7.8229989062557586,6.722998906255759,0.9327700109374424,0.06722998906255759,12.542023526641193,11.720358206184814,0.0016891843373754538,NA,11055.0415,938.233795165,7.8229989062557586,NA,NA,NA,NA,NA,NA,NA,2.8457895461581453,NA,0.613,172500,5.828333333333333,24.2,0.8000000000000007
Chryso,45,25,24,B,DMS(P)t,4034.765136893627,120.65795401583254,160.1198033584471,4315.542894267906,2.7958928221080996,85.20768408908152,46.0137241240423,NA,29.29086920749227,11210.772,937.63137817,7.718144919807907,6.618144919807907,0.9338185508019209,0.06618144919807907,12.36029299602423,11.586732816025282,0.001470493285727285,NA,11210.772,937.63137817,7.718144919807907,NA,NA,NA,NA,NA,NA,NA,1.936207984795486,NA,0.592,119883.33333333333,5.266666666666667,25.2,-0.1999999999999993
Chryso,45,25,24,C,DMS(P)t,2348.2008897892592,73.49411287896211,98.44503333223206,2520.140036000453,2.916270994035702,85.24152145422435,47.28529368379599,NA,30.51608621225578,10342.08787578,979.09246826,8.648324984730413,7.548324984730414,0.9245167501526959,0.07548324984730413,13.95710576795872,12.760859854212407,0.0018365428799760081,NA,10342.08787578,979.09246826,8.648324984730413,NA,NA,NA,NA,NA,NA,NA,3.271748094259978,NA,0.609,190666.66666666666,4.7,24.7,0.3000000000000007
Chryso,45,25,24,A,DMSPd,537.1886366510997,18.534261334174698,23.56412256365574,579.2870205489302,3.199495358382396,17.339129617615786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0034928139177555027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.906196721812417,NA,NA,NA,NA,NA,NA
Chryso,45,25,24,B,DMSPd,151.74377572348055,5.2479292246309655,6.933537232617381,163.9252421807289,3.2014161789952285,4.797167151876914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003556401596633722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8432305885462807,NA,NA,NA,NA,NA,NA
