species,sal_adapt,sal_exp,time,repl,id,m63_cor_n_m,m64_n_m,m65_n_m,conc_n_m,mp64_rt,d3_p_in_fraction_n_m_m66,d3_p_taken_up,up_dmspp,d3_p_lost_demethylated,x12c_dic_18,x13c_dic_19,x13c_sample_20,x13c_added,p_12c,q_13c,probability_13c_dms,rm,u_dmsp_h_1,vol_filtered_m_l,x12c_dic_29,x13c_dic_30,x13c_sample_31,x12c_poc_mg,x13c_poc_mg,x13_12c_poc,u_poc_h_1,total_poc_mg_l,dmsp_c_poc_mol_mol,dms_puptake_c_poc_mol_mol,dmsp_uptake_of_total_dmsp,u_dmsp_u_poc,yield,cell_dens_avr,number_of_cells,dmsp_content_per_cell_m_m,cell_size_avr,salinity,diff_sal
Polarella,25,25,24,C,DMSPp,545.7539830180801,36.511847638816654,26.510305611084473,608.7761362679813,5.9975819457456945,84.69752615233043,58.01200421392495,12.21351736080722,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011928203172737548,30,NA,NA,NA,0.15966484002258963,0.003489761640474382,2.138929337513388,0.0043048819433262504,5.438486722102134,0.671631099651932,0.09344238257467954,12.21351736080722,2.770854887491059,NA,NA,NA,NA,NA,NA,NA
Polarella,25,45,24,A,DMS,1.4435873010819062,0.0578966840134766,0.05707785149381586,1.558561836589199,3.7147505254061244,2.210116759522077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0037079685062893844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.64434186036968,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,25,45,24,B,DMS,1.1451895670502539,0.07902709340777474,0.20826915670852042,1.432485817166549,5.516780163596314,1.5527970090194334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012055911217959568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.015071918773515,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,25,45,24,C,DMS,1.4551754162532664,0.09699829188186829,0.09480965439913357,1.6469833625342682,5.889451835907667,1.3039909086954484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013999641745813172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.188487897322645,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,25,45,24,A,DMS(P)t,168.22550090571139,13.799813177042486,7.711364476380619,189.7366785591345,7.2731394276734695,22.361678939963642,13.540707472673674,NA,82.9082705686139,11745.994650000001,1430.6373901349998,10.857382871263226,9.757382871263227,0.9024261712873678,0.09757382871263226,17.610635332598033,15.621010333905575,0.019389686728886597,NA,11745.99465,1430.6373901349998,10.857382871263226,NA,NA,NA,NA,NA,NA,NA,10.543070301739006,NA,0.617,84733.33333333333,8473333.333333332,NA,10.403333333333334,42.9,2.1000000000000014
Polarella,25,45,24,B,DMS(P)t,129.49400704894657,9.842025693048393,5.6926681746810335,145.028700916676,6.786260671743159,17.26461685789251,8.167846473121768,NA,84.51768639381697,12685.0054,1407.55328369,9.987918555336792,8.887918555336793,0.9111208144466321,0.08887918555336792,16.195935185747583,14.58078963769201,0.01872019729139579,NA,12685.0054,1407.55328369,9.987918555336792,NA,NA,NA,NA,NA,NA,NA,10.637909862606731,NA,0.625,51816.666666666664,5181666.666666666,NA,10.578333333333333,42.7,2.299999999999997
Polarella,25,45,24,C,DMS(P)t,260.8395663666639,26.991950559672613,12.027650694296057,299.85916762063255,9.00154254874126,79.22695925279422,48.894036857042764,NA,40.36395568883151,12869.210449999999,1419.504516605,9.934444909305055,8.834444909305056,0.9116555509069495,0.08834444909305056,16.107941481499193,14.516088384568194,0.03376269651883474,NA,12869.210449999999,1419.504516605,9.934444909305055,NA,NA,NA,NA,NA,NA,NA,20.89946153034699,NA,0.628,56700.484872292574,5670048.487229258,NA,9.368333333333334,42.2,2.799999999999997
Polarella,25,45,24,A,DMSPd,3.605755113540676,0.27254702617603765,0.2628030663409436,4.141105206057657,6.581504516653011,0.38212927033800154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015874109207479312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.448141973009134,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,25,45,24,B,DMSPd,21.684238269882332,2.0227195825689366,1.066024773041486,24.772982625492755,8.1650224082725,3.786763998115293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0273178344468558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.259095215449424,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,25,45,24,C,DMSPd,44.04792709042933,4.646628600055413,2.2746343602859866,50.969190050770735,9.116543926687626,6.537674532816326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03469349613290538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.368511533633905,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,25,45,24,A,DMSPp,359.17365926063866,34.29163050944033,17.698061892495822,411.1633516625748,8.340147625214927,93.10935499694817,63.77353081982752,18.46408773810837,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025429794890854975,30,NA,NA,NA,0.14810473797978616,0.0025679129909836223,1.7042993366339538,0.0027175212850319443,5.022421699025659,0.49119334412999177,0.11123242201865832,18.46408773810837,9.357716913174444,NA,NA,NA,NA,NA,NA,NA
Polarella,25,45,24,B,DMSPp,305.814550755293,31.189743210480156,15.184018037560154,352.18831200333335,8.85598475232334,79.93935165919123,54.75298058848714,18.49901276434384,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032350631523980246,30,NA,NA,NA,0.18226410585967168,0.0028565500185001266,1.543074707114276,0.0021895736900650956,6.170688529272394,0.3424463675318848,0.07772813482318201,18.49901276434384,14.774853968499443,NA,NA,NA,NA,NA,NA,NA
Polarella,25,45,24,C,DMSPp,75.82836207484155,7.781287369919491,4.174184372505837,87.78383381726688,8.864146200446452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032675757639569564,30,NA,NA,NA,0.16278531966271348,0.003049827656715546,1.839071937410841,0.0036994625156405985,5.527838243980968,NA,NA,NA,8.832568920869694,NA,NA,NA,NA,NA,NA,NA
Polarella,45,NA,0,A,DMS(P)t,274.15985978831964,8.167450931211867,12.745084592305158,295.07239531183666,2.7679481581394256,0.009588558219738363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,0.15525767073669453,0.001720020058031976,1.0957098740108095,NA,5.232589693157551,0.33834763963743353,NA,NA,NA,0.618,26883.333333333332,NA,NA,10.283333333333333,NA,NA
Polarella,45,NA,0,B,DMS(P)t,334.6909782026237,9.834479585587982,15.572746166422565,360.09820395463424,2.73105488380246,0.024923508734516875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,0.19271892660318204,0.00212019240131643,1.088175933123306,NA,6.4946373001499484,0.3326728074064924,NA,NA,NA,0.61,62966.666666666664,NA,NA,10.421666666666667,NA,NA
Polarella,45,NA,0,C,DMS(P)t,331.21894147339276,9.89317602793566,15.353176943161667,356.4652944444901,2.7753546227699473,0.03802659868410263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619,81000,NA,NA,10.781666666666666,NA,NA
Polarella,45,NA,0,A,DMSPd,14.4935275322696,0.8687913713377239,1.4041302131640259,16.766449116771348,5.181725511984996,0.2792600679872709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,NA,0,B,DMSPd,11.433508146825252,0.3963140578541945,0.8610378528843101,12.690860057563757,3.122830572999591,0.011662950179568723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,NA,0,C,DMSPd,4.665910656820605,0.17287543819893472,0.39448150819923783,5.233267603218778,3.3033938125504188,0.05140961138575326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,25,24,A,DMS,4.773373958514428,0.18909528222518812,0.266745801952177,5.229215042691793,3.6161313061596587,4.606248690635896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002778498052011942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.833060601174495,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,25,24,B,DMS,4.18350522950363,0.2018024474153484,0.05110938010096949,4.4364170570199475,4.548770884739682,4.686872034203922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005706296637015116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.37261340005601,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,25,24,C,DMS,3.53879241523025,0.12859953462403992,0.08661005750785017,3.7540020073621405,3.425665046844345,4.568979630552033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0020769707848025958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.89594750201885,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,25,24,A,DMS(P)t,186.45532926902902,10.810403805412285,8.828969577947714,206.094702652389,5.2453574333959105,34.67073799323868,20.049842746931414,NA,72.55568111235787,9842.5673757799996,1328.5277099599998,11.892546789400058,10.792546789400058,0.8920745321059994,0.10792546789400058,19.255512254772324,16.83047865903373,0.008590015986852842,NA,9842.56737578,1328.5277099599998,11.892546789400058,NA,NA,NA,NA,NA,NA,NA,14.400213710184865,NA,0.519,32266.666666666668,NA,NA,9.743333333333334,24.6,0.3999999999999986
Polarella,45,25,24,B,DMS(P)t,155.9883577767925,8.711630665335708,7.408521001338382,172.1085094434666,5.061708275497711,34.62521259333719,19.03155759961055,NA,71.59975952654591,9871.5458796900002,1410.992980955,12.505988221115121,11.405988221115122,0.8859401177888488,0.11405988221115121,20.210045096225908,17.532341042455485,0.007486576467773484,NA,9871.54587969,1410.992980955,12.505988221115121,NA,NA,NA,NA,NA,NA,NA,16.748700817747107,NA,0.605,119883.33333333333,NA,NA,5.266666666666667,24.2,0.8000000000000007
Polarella,45,25,24,C,DMS(P)t,104.97737853940914,5.429653997826659,4.404711419476581,114.81174395671239,4.729179969493197,25.626486148700184,11.320632651280258,NA,76.21585710511563,9938.1342570300003,1392.918945315,12.292934473440923,11.192934473440923,0.8880706552655908,0.11192934473440923,19.880233304347,17.289832371956287,0.006437922032417097,NA,9938.13425703,1392.918945315,12.292934473440923,NA,NA,NA,NA,NA,NA,NA,18.247514319615828,NA,0.604,190666.66666666666,NA,NA,4.7,24.2,0.8000000000000007
Polarella,45,25,24,A,DMSPd,4.058215246111133,0.1948351163246023,0.22688164531419516,4.479932007749931,4.3490641373028165,0.7917188920829233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005298756719155525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.018424154528631,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,25,24,B,DMSPd,6.989771903804414,0.3052890784742372,0.3908666015259044,7.685927583804555,3.9720524965331285,2.1522664637018605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0037867763204698273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.876641722139777,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,25,24,C,DMSPd,5.683579727636798,0.2235688963869326,0.26075634727525726,6.167904971298988,3.624713698204854,4.529382847278974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0027156701423604913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.34141330116221,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,25,24,A,DMSPp,222.50742842096923,13.572477143922876,11.131448441558891,247.211354006451,5.490232112708181,40.31858266092148,27.615467575973618,14.022394721132578,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00953357421326709,30,NA,NA,NA,0.34391770851590037,0.0052893059531459955,1.5146620010448955,0.0016635403568634388,11.640233815634877,0.12742597335514141,0.020782357107002377,14.022394721132578,5.730894458877085,NA,NA,NA,NA,NA,NA,NA
Polarella,45,25,24,B,DMSPp,169.36121430505574,9.574502959553188,8.270631027853707,187.20634829246265,5.11441147529647,37.561738546950686,25.727218182842936,16.71133080995918,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0076736285044304645,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.71133080995918,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,45,24,A,DMS,2.2770988037893747,0.15188121246259523,0.4166476045455621,2.845627620797532,5.337353747642783,0.43293531766269217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008942139111271055,30,NA,NA,NA,0.3047824316955853,0.00573482502775019,1.8468619387745662,0.0029073430684326395,10.350575224111182,NA,NA,13.205032991253788,3.075708267236518,NA,NA,NA,NA,NA,NA,NA
Polarella,45,45,24,B,DMS,2.0239381208299507,0.10746412722704325,0.34531576502681344,2.4767180130838073,4.338973054636837,0.41489673600414934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004998324666856194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.348271537036938,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,45,24,C,DMS,2.020889142856712,0.13264106438574666,0.18792693922342987,2.3414571464658884,5.664893956566761,0.6425954186270825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009857148516837002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.53431967466236,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,45,24,A,DMS(P)t,203.95643945857026,20.801799626671176,9.346070573196311,234.10430965843773,8.88569700276828,64.05614861651911,43.257782606664676,NA,55.50963381691246,15019.968433333333,1447.1270345066666,8.787992013120254,7.687992013120255,0.9231200798687975,0.07687992013120254,14.193879602364493,13.108689944027974,0.039595308723603125,NA,15019.968433333333,1447.1270345066666,8.787992013120254,NA,NA,NA,NA,NA,NA,NA,21.48378392866836,NA,0.571,38633.333333333336,NA,NA,9.861666666666666,44,1
Polarella,45,45,24,B,DMS(P)t,142.00785764502334,13.6492966066224,6.218549307068857,161.8757035587146,8.431961255798717,31.277653550532957,20.73813364326917,NA,77.89203288911443,14806.30955,1479.725952145,9.085857340481104,7.985857340481104,0.9201414265951889,0.07985857340481103,14.696236331711887,13.478069892077528,0.033279105221477034,NA,14806.30955,1479.725952145,9.085857340481104,NA,NA,NA,NA,NA,NA,NA,16.1931710733054,NA,0.61,25416.666666666668,NA,NA,10.001666666666667,42.7,2.299999999999997
Polarella,45,45,24,C,DMS(P)t,205.80182190834518,21.951001243402587,9.428362755626353,237.1811859073741,9.254950454617875,78.63882228286366,53.079157473431124,NA,45.354743387316525,15279.0664,1523.6235351599998,9.067735827058165,7.967735827058165,0.9203226417294184,0.07967735827058166,14.665775369920606,13.455672126054527,0.04128517493329657,NA,15279.0664,1523.6235351599998,9.067735827058165,NA,NA,NA,NA,NA,NA,NA,24.89988608812101,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,45,24,A,DMSPd,3.8744975388138703,0.4356520224931379,0.3545650629108502,4.664714624217858,9.339307065674667,0.46685069312598637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04461409112706932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.097627414935323,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,45,24,B,DMSPd,4.2046173536614555,0.42699173398700907,0.23837738261850083,4.869986470266966,8.76782177104492,0.5850816953558206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036321163574948793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.725469922501395,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,45,24,C,DMSPd,2.5929556767214113,0.2770338008783217,0.1415403512630366,3.0115298288627694,9.199105325911274,0.5006569530271374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040701884191367596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.254849873267105,NA,NA,NA,NA,NA,NA,NA,NA
Polarella,45,45,24,A,DMSPp,218.65935434250284,25.07644466096985,11.470549280915215,255.2063482843879,9.825948621397945,77.87167069923645,53.33676075290168,23.379408505208197,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050719357796212436,30,NA,NA,NA,0.24425867850674768,0.004322967420303403,1.7390533416823635,0.003659584670375705,8.286054864235037,0.18479700108136926,0.05638751273686541,23.379408505208197,13.85932076029967,NA,NA,NA,NA,NA,NA,NA
Polarella,45,45,24,B,DMSPp,278.31904771927736,29.748577491933506,14.204686217674485,322.27231142888536,9.230882218839955,78.90966582346135,54.04771631743929,19.669294808282608,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04089168687027437,30,NA,NA,NA,0.18646706977468794,0.0037233033436544567,1.9576718225047602,0.004775993347358347,6.339679103944746,0.3050050068575466,0.07468169716132285,19.669294808282608,8.561922912411928,NA,NA,NA,NA,NA,NA,NA
Polarella,45,45,24,C,DMSPp,200.46703032866378,21.998180774852763,10.038808385299891,232.50401948881643,9.461419558774935,79.0535207833712,54.146247111898084,25.373650310086305,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0435111690764517,30,NA,NA,NA,0.15219988705185877,0.002959611302603649,1.9074638252841003,0.004494295856081863,5.17198327848208,0.2697271127570859,0.09170971736773194,25.373650310086305,9.68142073191969,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cell density in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6058588857046048E-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
